segundo,calculo,timestamp,hora_minuto,valor_real,temp_aparente,precipitacao
0,0,1531908457,10:07,17,25.23,0.2083
1,0,1531908458,10:07,17,25.23,0.2083
2,0,1531908459,10:07,17,25.23,0.2083
3,0,1531908460,10:07,17,25.23,0.2083
4,0,1531908461,10:07,17,25.23,0.2083
5,0,1531908462,10:07,17,25.23,0.2083
6,0,1531908463,10:07,17,25.23,0.2083
7,0,1531908464,10:07,17,25.23,0.2083
8,0,1531908465,10:07,17,25.23,0.2083
9,0,1531908466,10:07,17,25.23,0.2083
10,0,1531908467,10:07,17,25.23,0.2083
11,0,1531908468,10:07,17,25.23,0.2083
12,0,1531908469,10:07,17,25.23,0.2083
13,0,1531908470,10:07,17,25.23,0.2083
14,0,1531908471,10:07,17,25.23,0.2083
15,0,1531908472,10:07,17,25.23,0.2083
16,0,1531908473,10:07,17,25.23,0.2083
17,0,1531908474,10:07,17,25.23,0.2083
18,0,1531908475,10:07,17,25.23,0.2083
19,0,1531908476,10:07,17,25.23,0.2083
20,0,1531908477,10:07,17,25.23,0.2083
21,0,1531908478,10:07,17,25.23,0.2083
22,0,1531908479,10:07,17,25.23,0.2083
23,0,1531908480,10:08,17,25.23,0.2083
24,0,1531908481,10:08,17,25.23,0.2083
25,0,1531908482,10:08,17,25.23,0.2083
26,0,1531908483,10:08,17,25.23,0.2083
27,0,1531908484,10:08,17,25.23,0.2083
28,0,1531908485,10:08,17,25.23,0.2083
29,0,1531908486,10:08,17,25.23,0.2083
30,0,1531908487,10:08,17,25.23,0.2083
31,0,1531908488,10:08,17,25.23,0.2083
32,0,1531908489,10:08,17,25.23,0.2083
33,0,1531908490,10:08,17,25.23,0.2083
34,0,1531908491,10:08,17,25.23,0.2083
35,0,1531908492,10:08,17,25.23,0.2083
36,0,1531908493,10:08,17,25.23,0.2083
37,0,1531908494,10:08,17,25.23,0.2083
38,0,1531908495,10:08,17,25.23,0.2083
39,0,1531908496,10:08,17,25.23,0.2083
40,0,1531908497,10:08,17,25.23,0.2083
41,0,1531908498,10:08,17,25.23,0.2083
42,0,1531908499,10:08,17,25.23,0.2083
43,0,1531908500,10:08,17,25.23,0.2083
44,0,1531908501,10:08,17,25.23,0.2083
45,0,1531908502,10:08,17,25.23,0.2083
46,0,1531908503,10:08,17,25.23,0.2083
47,0,1531908504,10:08,17,25.23,0.2083
48,0,1531908505,10:08,17,25.23,0.2083
49,0,1531908506,10:08,17,25.23,0.2083
50,0,1531908507,10:08,17,25.23,0.2083
51,0,1531908508,10:08,17,25.23,0.2083
52,0,1531908509,10:08,17,25.23,0.2083
53,0,1531908510,10:08,17,25.23,0.2083
54,0,1531908511,10:08,17,25.23,0.2083
55,0,1531908512,10:08,17,25.23,0.2083
56,0,1531908513,10:08,17,25.23,0.2083
57,0,1531908514,10:08,17,25.23,0.2083
58,0,1531908515,10:08,17,25.23,0.2083
59,0,1531908516,10:08,17,25.23,0.2083
60,0,1531908517,10:08,17,25.23,0.2057
61,0,1531908518,10:08,17,25.23,0.2057
62,0,1531908519,10:08,17,25.23,0.2057
63,0,1531908520,10:08,17,25.23,0.2057
64,0,1531908521,10:08,17,25.23,0.2057
65,0,1531908522,10:08,17,25.23,0.2057
66,0,1531908523,10:08,17,25.23,0.2057
67,0,1531908524,10:08,17,25.23,0.2057
68,0,1531908525,10:08,17,25.23,0.2057
69,0,1531908526,10:08,17,25.23,0.2057
70,0,1531908527,10:08,17,25.23,0.2057
71,0,1531908528,10:08,17,25.23,0.2057
72,0,1531908529,10:08,17,25.23,0.2057
73,0,1531908530,10:08,17,25.23,0.2057
74,0,1531908531,10:08,17,25.23,0.2057
75,0,1531908532,10:08,17,25.23,0.2057
76,0,1531908533,10:08,17,25.23,0.2057
77,0,1531908534,10:08,17,25.23,0.2057
78,0,1531908535,10:08,17,25.23,0.2057
79,0,1531908536,10:08,17,25.23,0.2057
80,0,1531908537,10:08,17,25.23,0.2057
81,11,1531908538,10:08,17,25.23,0.2057
82,11,1531908539,10:08,17,25.23,0.2057
83,11,1531908540,10:09,17,25.23,0.2057
84,11,1531908541,10:09,17,25.23,0.2057
85,11,1531908542,10:09,17,25.23,0.2057
86,12,1531908543,10:09,17,25.23,0.2057
87,12,1531908544,10:09,17,25.23,0.2057
88,14,1531908545,10:09,17,25.23,0.2057
89,14,1531908546,10:09,17,25.23,0.2057
90,22,1531908547,10:09,17,25.23,0.2057
91,22,1531908548,10:09,17,25.23,0.2057
92,22,1531908549,10:09,17,25.23,0.2057
93,22,1531908550,10:09,17,25.23,0.2057
94,22,1531908551,10:09,17,25.23,0.2057
95,22,1531908552,10:09,17,25.23,0.2057
96,22,1531908553,10:09,17,25.23,0.2057
97,23,1531908554,10:09,17,25.23,0.2057
98,25,1531908555,10:09,17,25.23,0.2057
99,26,1531908556,10:09,17,25.23,0.2057
100,27,1531908557,10:09,17,25.23,0.2057
101,28,1531908558,10:09,17,25.23,0.2057
102,28,1531908559,10:09,17,25.23,0.2057
103,29,1531908560,10:09,17,25.23,0.2057
104,29,1531908561,10:09,17,25.23,0.2057
105,29,1531908562,10:09,17,25.23,0.2057
106,29,1531908563,10:09,17,25.23,0.2057
107,29,1531908564,10:09,17,25.23,0.2057
