segundo,calculo,timestamp,hora_minuto,valor_real,temp_aparente,precipitacao
0,0,1529404564,10:36,24,24.91,0
1,0,1529404565,10:36,24,24.91,0
2,0,1529404566,10:36,24,24.91,0
3,0,1529404567,10:36,24,24.91,0
4,0,1529404568,10:36,24,24.91,0
5,0,1529404569,10:36,24,24.91,0
6,0,1529404570,10:36,24,24.91,0
7,0,1529404571,10:36,24,24.91,0
8,0,1529404572,10:36,24,24.91,0
9,0,1529404573,10:36,24,24.91,0
10,0,1529404574,10:36,24,24.91,0
11,0,1529404575,10:36,24,24.91,0
12,0,1529404576,10:36,24,24.91,0
13,0,1529404577,10:36,24,24.91,0
14,0,1529404578,10:36,24,24.91,0
15,0,1529404579,10:36,24,24.91,0
16,0,1529404580,10:36,24,24.91,0
17,0,1529404581,10:36,24,24.91,0
18,0,1529404582,10:36,24,24.91,0
19,0,1529404583,10:36,24,24.91,0
20,0,1529404584,10:36,24,24.91,0
21,0,1529404585,10:36,24,24.91,0
22,0,1529404586,10:36,24,24.91,0
23,0,1529404587,10:36,24,24.91,0
24,0,1529404588,10:36,24,24.91,0
25,0,1529404589,10:36,24,24.91,0
26,0,1529404590,10:36,24,24.91,0
27,0,1529404591,10:36,24,24.91,0
28,0,1529404592,10:36,24,24.91,0
29,0,1529404593,10:36,24,24.91,0
30,0,1529404594,10:36,24,24.91,0
31,0,1529404595,10:36,24,24.91,0
32,0,1529404596,10:36,24,24.91,0
33,0,1529404597,10:36,24,24.91,0
34,0,1529404598,10:36,24,24.91,0
35,0,1529404599,10:36,24,24.91,0
36,0,1529404600,10:36,24,24.91,0
37,0,1529404601,10:36,24,24.91,0
38,0,1529404602,10:36,24,24.91,0
39,0,1529404603,10:36,24,24.91,0
40,0,1529404604,10:36,24,24.91,0
41,0,1529404605,10:36,24,24.91,0
42,0,1529404606,10:36,24,24.91,0
43,0,1529404607,10:36,24,24.91,0
44,0,1529404608,10:36,24,24.91,0
45,0,1529404609,10:36,24,24.91,0
46,0,1529404610,10:36,24,24.91,0
47,0,1529404611,10:36,24,24.91,0
48,0,1529404612,10:36,24,24.91,0
49,0,1529404613,10:36,24,24.91,0
50,0,1529404614,10:36,24,24.91,0
51,0,1529404615,10:36,24,24.91,0
52,0,1529404616,10:36,24,24.91,0
53,0,1529404617,10:36,24,24.91,0
54,0,1529404618,10:36,24,24.91,0
55,0,1529404619,10:36,24,24.91,0
