segundo,calculo,timestamp,hora_minuto,valor_real
0,0,1529492762,11:06,49
1,0,1529492763,11:06,49
2,0,1529492764,11:06,49
3,0,1529492765,11:06,49
4,0,1529492766,11:06,49
5,0,1529492767,11:06,49
6,0,1529492768,11:06,49
7,0,1529492769,11:06,49
8,0,1529492770,11:06,49
9,0,1529492771,11:06,49
10,0,1529492772,11:06,49
11,0,1529492773,11:06,49
12,0,1529492774,11:06,49
13,0,1529492775,11:06,49
14,0,1529492776,11:06,49
15,0,1529492777,11:06,49
16,0,1529492778,11:06,49
17,0,1529492779,11:06,49
18,0,1529492780,11:06,49
19,0,1529492781,11:06,49
20,0,1529492782,11:06,49
21,0,1529492783,11:06,49
22,0,1529492784,11:06,49
23,0,1529492785,11:06,49
24,0,1529492786,11:06,49
25,0,1529492787,11:06,49
26,0,1529492788,11:06,49
27,0,1529492789,11:06,49
28,0,1529492790,11:06,49
29,0,1529492791,11:06,49
30,0,1529492792,11:06,49
31,0,1529492793,11:06,49
32,0,1529492794,11:06,49
33,0,1529492795,11:06,49
34,0,1529492796,11:06,49
35,0,1529492797,11:06,49
36,0,1529492798,11:06,49
37,0,1529492799,11:06,49
38,0,1529492800,11:06,49
39,0,1529492801,11:06,49
40,0,1529492802,11:06,49
41,0,1529492803,11:06,49
42,0,1529492804,11:06,49
43,0,1529492805,11:06,49
44,0,1529492806,11:06,49
45,0,1529492807,11:06,49
46,0,1529492808,11:06,49
47,0,1529492809,11:06,49
48,0,1529492810,11:06,49
49,0,1529492811,11:06,49
50,0,1529492812,11:06,49
51,0,1529492813,11:06,49
52,0,1529492814,11:06,49
53,0,1529492815,11:06,49
54,0,1529492816,11:06,49
55,0,1529492817,11:06,49
56,0,1529492818,11:06,49
57,0,1529492819,11:06,49
58,0,1529492820,11:07,51
59,0,1529492821,11:07,51
60,0,1529492822,11:07,51
61,0,1529492823,11:07,51
62,0,1529492824,11:07,51
63,0,1529492825,11:07,51
64,0,1529492826,11:07,51
65,0,1529492827,11:07,51
66,0,1529492828,11:07,51
67,0,1529492829,11:07,51
68,0,1529492830,11:07,51
69,0,1529492831,11:07,51
70,0,1529492832,11:07,51
71,0,1529492833,11:07,51
72,0,1529492834,11:07,51
73,0,1529492835,11:07,51
74,0,1529492836,11:07,51
75,0,1529492837,11:07,51
76,0,1529492838,11:07,51
77,0,1529492839,11:07,51
78,0,1529492840,11:07,51
79,0,1529492841,11:07,51
80,0,1529492842,11:07,51
81,4,1529492843,11:07,51
82,8,1529492844,11:07,51
83,10,1529492845,11:07,51
84,11,1529492846,11:07,51
85,12,1529492847,11:07,51
86,15,1529492848,11:07,51
87,15,1529492849,11:07,51
88,16,1529492850,11:07,51
89,17,1529492851,11:07,51
90,17,1529492852,11:07,51
91,18,1529492853,11:07,51
92,19,1529492854,11:07,51
93,20,1529492855,11:07,51
94,21,1529492856,11:07,51
95,23,1529492857,11:07,51
96,24,1529492858,11:07,51
97,25,1529492859,11:07,51
98,29,1529492860,11:07,51
99,34,1529492861,11:07,51
100,37,1529492862,11:07,51
101,38,1529492863,11:07,51
102,39,1529492864,11:07,51
103,40,1529492865,11:07,51
104,40,1529492866,11:07,51
105,41,1529492867,11:07,51
106,44,1529492868,11:07,51
107,48,1529492869,11:07,51
108,48,1529492870,11:07,51
